2023年3月20日17点56分39秒	1-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=656049028857
2023年3月20日18点44分42秒	9-日本痛风新版冷敷疑胶药关节专用膝盖疼痛特效尿酸高凝胶酸友神器-tmall.com天猫https://item.taobao.com/item.htm?id=677429598353
2023年3月20日18点44分43秒	10-正品宝元堂痛风医用冷敷凝胶疑胶颈腰椎膝盖部位型筋骨康膏贴0qp-tmall.com天猫https://item.taobao.com/item.htm?id=665778567018
2023年3月20日18点44分45秒	11-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=654422727842
2023年3月20日18点44分46秒	12-蒙澳神蒙古黑膏奥神腰椎贴肩腿关节疼痛贴药房正品保障旗舰店6mi-tmall.com天猫https://item.taobao.com/item.htm?id=685907944510
2023年3月20日18点44分47秒	13-G蒙澳神蒙古黑膏奥神远红外膏贴颈椎腰椎官方旗舰店仙草疼痛帖-tmall.com天猫https://item.taobao.com/item.htm?id=678569482758
2023年3月20日18点44分49秒	14-艾草颈椎贴肩颈腰椎膝盖热敷贴富贵包艾灸艾草贴正品官方旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=669849417817
2023年3月20日18点44分50秒	15-坐骨神经疼贴膏腰间盘突出专用腰椎压迫神经腿屁股疼痛通络膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=625358082470
2023年3月20日18点44分51秒	16-#[健洛特]腰椎穴位贴厂家直发腰突腰肌劳损酸麻胀痛外敷理疗-tmall.com天猫https://item.taobao.com/item.htm?id=681171457300
2023年3月20日18点44分52秒	17-修正骨质增生膏贴专用骨刺贴膏根足跟脚后跟膝盖颈椎腰椎贴去-tmall.com天猫https://item.taobao.com/item.htm?id=686228492772
2023年3月20日18点44分54秒	18-百年扁氏艾草膝盖贴正品腰颈肩周艾草艾灸膏贴正品旗舰店二代升级-tmall.com天猫https://item.taobao.com/item.htm?id=687625482046
2023年3月20日18点44分55秒	19-健洛特腰椎穴位贴厂家直发腰突腰肌劳损麻胀痛外敷理疗腰椎部位4-tmall.com天猫https://item.taobao.com/item.htm?id=684746330111
2023年3月20日18点44分56秒	20-腰椎部位型冷敷凝胶喷剂腰椎疼痛腰椎间盘突出专用腰肌劳损药膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=685145240272
2023年3月20日18点44分57秒	21-【天猫正品】方古有艾 艾草腰椎贴12贴盒 颈椎关节不适膝盖舒缓贴-tmall.com天猫https://item.taobao.com/item.htm?id=685500541524
2023年3月20日18点44分58秒	22-骨质增生护膝冷敷凝胶关节疼痛肿胀颈椎膝盖腰椎理疗专用贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=687644760778
2023年3月20日18点44分59秒	23-吕家傅冷敷贴医用官网肩周腰椎间盘突出颈椎礼家传医冷敷贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=685166076187
2023年3月20日18点45分1秒	24-腰椎部位型专用膏药贴腰突压迫神经腰疼腿麻腰椎疼痛远红外理疗贴-tmall.com天猫https://item.taobao.com/item.htm?id=684396100724
2023年3月20日18点45分2秒	25-日本腰间盘腰椎突出专用贴膏腰疼腰痛压迫神经腰肌穴位劳损腿麻贴-tmall.com天猫https://item.taobao.com/item.htm?id=688693383218
2023年3月20日18点45分3秒	26-景天堂颈腰椎间盘腰肌劳损疼痛肩周炎膝盖风湿膏药艾草发热颈椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=687785512366
2023年3月20日18点45分4秒	27-九州福磁疗艾灸贴官网九洲福本草玲珑灸贴发热贴正品肩颈腰椎-tmall.com天猫https://item.taobao.com/item.htm?id=688119979842
2023年3月20日18点45分5秒	28-[祖医堂]腰椎穴位磁疗贴 专腰椎间盘 养护腰椎辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=684996753065
2023年3月20日18点46分23秒	1-验证码拦截https://item.taobao.com/item.htm?id=682618848231
2023年3月20日18点46分28秒	2-正品泰国青草薬膏老虎贴卧佛牌原装药坐骨颈肩腰椎膝盖关节疼痛贴-tmall.com天猫https://item.taobao.com/item.htm?id=673683175470
2023年3月20日18点46分29秒	3-透骨贴膏颈椎病肩周炎腰椎间盘突出膝盖关节疼痛华佗追风膏药-tmall.com天猫https://item.taobao.com/item.htm?id=685773311951
2023年3月20日18点46分30秒	4-圣肤堂毒蝎子医用冷敷贴升级版 4贴装腰椎间盘腰间盘突出膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=686021229618
2023年3月20日18点46分35秒	5-买5送1】郭门医术磁疗贴骨痛贴肩周炎颈椎病腰椎间盘XM骨关节痛-tmall.com天猫https://item.taobao.com/item.htm?id=615699078491
2023年3月20日18点46分39秒	6-今华田七镇痛膏肩周炎专用药颈椎病腰疼止痛膏贴腰椎间盘突出膏药-tmall.com天猫https://item.taobao.com/item.htm?id=590693153077
2023年3月20日18点46分41秒	7-验证码拦截https://item.taobao.com/item.htm?id=686036503371
2023年3月20日18点46分42秒	8-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=684088030058
2023年3月20日18点46分47秒	9-验证码拦截https://item.taobao.com/item.htm?id=687611931595
2023年3月20日18点46分51秒	10-宛灸堂艾草腰椎贴腰椎痛型远红外贴 正品包邮 6贴-tmall.com天猫https://item.taobao.com/item.htm?id=649091623518
2023年3月20日18点46分52秒	11-九星徽和堂精品藏宫蛇王医用冷敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=634651007827
2023年3月20日18点46分57秒	12-【买2送1】郭医世家颈椎/肩周保健贴12贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=670146667107
2023年3月20日18点47分1秒	13-买3送2】安徽九星车氏一贴8贴远红外贴-tmall.com天猫https://item.taobao.com/item.htm?id=656056751206
2023年3月20日18点47分6秒	14-买2送1/3送2】徐府老铺通用型砭贴20贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=667949316978
2023年3月20日18点47分7秒	15-【天猫正品】玑研堂道和百痛贴远红外贴8贴/袋-tmall.com天猫https://item.taobao.com/item.htm?id=662449057972
2023年3月20日18点47分11秒	16-蝎毒圣方【买3送1】6贴/盒冷敷贴骨关节肩周型颈肩腰腿颈椎腰椎型-tmall.com天猫https://item.taobao.com/item.htm?id=673928595835
2023年3月20日18点47分16秒	17-洛邑堂九独蝎王【买2送1 买5送3】8贴/盒肩周型足跟型贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=673258709087
2023年3月20日18点47分17秒	18-天猫正品】青苗世家苗王透骨贴6贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=656012557290
2023年3月20日18点47分19秒	19-买2送1/3送2】莱翔跌打损伤型冷敷贴8贴/盒腰椎型10贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=673332108514
2023年3月20日18点47分20秒	20-天猫正品】同启堂医用冷疗贴5贴/盒肩周颈椎腰椎关节贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=677192766037
2023年3月20日18点47分21秒	21-买2送1/买3送2】古月方冷敷贴10贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=675610664348
2023年3月20日18点47分23秒	22-验证码拦截https://item.taobao.com/item.htm?id=675347400164
2023年3月20日18点47分24秒	23-三七透骨膏冷敷贴闭合性软组织 4贴河南光明-tmall.com天猫https://item.taobao.com/item.htm?id=657896754710
2023年3月20日18点47分26秒	24-【5包促销】苗天然精制海马追风膏 颈椎 腰椎间盘坐骨腰肌冷敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=678409392595
2023年3月20日18点47分27秒	25-验证码拦截https://item.taobao.com/item.htm?id=685061722663
2023年3月20日18点47分29秒	26-新政太昊新白马寺痛消贴筋骨膏远红外贴正品颈腰椎间盘突出膏药XM-tmall.com天猫https://item.taobao.com/item.htm?id=617122824056
2023年3月20日18点47分30秒	27-【买2送1买3送2】玖龙谷医用冷敷贴20贴/盒肩颈腰椎颈椎风湿关节-tmall.com天猫https://item.taobao.com/item.htm?id=680117304756
2023年3月20日18点47分31秒	28-买2送1】薛百年舒筋活血贴腰椎颈椎肩周风湿关节骨质增生贴-tmall.com天猫https://item.taobao.com/item.htm?id=680995658918
2023年3月20日18点47分36秒	29-【两袋装】姚三毛九层透骨贴膝盖腰椎盘肩周炎关节颈椎黑膏药贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=635531942065
2023年3月20日18点47分37秒	30-验证码拦截https://item.taobao.com/item.htm?id=635928734447
2023年3月20日18点47分39秒	31-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=648564394476
2023年3月20日18点47分40秒	32-【天猫正品】益豪 远红外舒筋活血贴 肩颈膝盖关节腰椎颈椎舒缓贴-tmall.com天猫https://item.taobao.com/item.htm?id=684484476305
2023年3月20日18点47分45秒	33-【5送8】秦鲁九牛神远红外理疗贴骨质增生腰椎间盘突出风湿关贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=625332649495
2023年3月20日18点47分49秒	34-仁安堂藏正活骨膏祛痛穴位贴正品1盒3贴天猫正品-tmall.com天猫https://item.taobao.com/item.htm?id=670878939747
2023年3月20日18点47分54秒	35-验证码拦截https://item.taobao.com/item.htm?id=663779287346
2023年3月20日18点47分55秒	36-腰椎间盘突出膏贴消炎止痛跌打损伤腰腿痛骨伤疼痛肩周炎腰椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=602474909856
2023年3月20日18点48分0秒	37-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=646402899522
2023年3月20日18点48分1秒	38-泰国虎王一贴灵黑膏贴颈椎腰椎间盘突出膝盖关节疼痛跌打损伤膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=657591954789
2023年3月20日18点48分3秒	39-验证码拦截https://item.taobao.com/item.htm?id=681655624487
2023年3月20日18点48分4秒	40-苗家田七消炎镇疼贴膏医用冷敷贴肩周炎颈腰椎腰疼风湿关节镇痛贴-tmall.com天猫https://item.taobao.com/item.htm?id=628491172760
2023年3月20日18点48分9秒	41-买2送1冉宇蜂毒筋骨消痛型远红外贴骨关节颈椎肩周腰椎贴8片正品-tmall.com天猫https://item.taobao.com/item.htm?id=660134419183
2023年3月20日18点48分10秒	42-【买2送1买3送2】万福临黑三七磁疗贴适用于颈椎腰椎肩周腿部关节-tmall.com天猫https://item.taobao.com/item.htm?id=677597517560
2023年3月20日18点48分14秒	43-藏威医用冷敷贴颈椎腰肩关节贴膏腰椎肩周外用HH-tmall.com天猫https://item.taobao.com/item.htm?id=644119743772
2023年3月20日18点48分16秒	44-活骨之光 3贴 宛灸堂活骨之光冷敷贴砭石艾炙贴型 正品-tmall.com天猫https://item.taobao.com/item.htm?id=613735947359
2023年3月20日18点48分17秒	45-正品江山康裕活古骨3宝远红外磁疗贴腰椎颈椎关节软组织疼痛贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=681218385542
2023年3月20日18点48分22秒	46-灵华山苗医百草神贴医用冷敷贴跌打损伤腰椎颈椎不适皮肤外用贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=684704745744
2023年3月20日18点48分26秒	47-验证码拦截https://item.taobao.com/item.htm?id=682054336945
2023年3月20日18点48分27秒	48-膏药贴一盒装医用肩周颈椎关节腰椎专用中草药成分止痛扭伤冷敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=677170845237
2023年3月20日18点48分32秒	49-田七膏贴腰疼贴风湿关节痛颈椎病肩周炎贴膏腰椎间盘突出膏药-tmall.com天猫https://item.taobao.com/item.htm?id=642875873910
2023年3月20日18点48分36秒	50-三七活血透骨贴冷敷贴颈肩腰腿贴膏肩周关节颈椎腰椎贴 河南光明-tmall.com天猫https://item.taobao.com/item.htm?id=633354195431
2023年3月20日18点48分41秒	51-万痛筋骨贴8贴装正品安徽济世仁德穴位冷敷贴肩周颈腰椎腰腿HST-L-tmall.com天猫https://item.taobao.com/item.htm?id=570343966534
2023年3月20日18点48分45秒	52-藏公奇方原藏宫秘宝点磁透骨贴远红外消痛贴颈腰椎止痛膏贴药正品-tmall.com天猫https://item.taobao.com/item.htm?id=633700193479
2023年3月20日18点48分50秒	53-2盒仅12.5元】杨工坊云南中药止i痛贴8贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=669510021108
2023年3月20日18点48分51秒	54-四方同泰透骨消痛贴膏腰椎间盘突出贴膏颈椎滑膜炎骨质增生疼痛膏-tmall.com天猫https://item.taobao.com/item.htm?id=598889333963
2023年3月20日18点48分52秒	55-验证码拦截https://item.taobao.com/item.htm?id=532600634400
2023年3月20日18点48分57秒	56-皖一坊五毒痛痳贴 颈椎 肩周 腰椎 腿部关节疼痛 8贴-tmall.com天猫https://item.taobao.com/item.htm?id=632572376749
2023年3月20日18点49分1秒	57-验证码拦截https://item.taobao.com/item.htm?id=635316467406
2023年3月20日18点49分2秒	58-验证码拦截https://item.taobao.com/item.htm?id=655372651398
2023年3月20日18点49分4秒	59-验证码拦截https://item.taobao.com/item.htm?id=658759424800
2023年3月20日18点49分5秒	60-验证码拦截https://item.taobao.com/item.htm?id=663281223890
2023年3月20日18点49分6秒	61-验证码拦截https://item.taobao.com/item.htm?id=673104350204
2023年3月20日18点49分8秒	62-验证码拦截https://item.taobao.com/item.htm?id=675829513204
2023年3月20日18点49分9秒	63-验证码拦截https://item.taobao.com/item.htm?id=678781974023
2023年3月20日18点49分13秒	64-验证码拦截https://item.taobao.com/item.htm?id=665197985148
2023年3月20日18点49分18秒	65-验证码拦截https://item.taobao.com/item.htm?id=681541675140
2023年3月20日18点49分20秒	66-验证码拦截https://item.taobao.com/item.htm?id=629416986655
2023年3月20日18点49分24秒	67-验证码拦截https://item.taobao.com/item.htm?id=644124206135
2023年3月20日18点49分28秒	68-验证码拦截https://item.taobao.com/item.htm?id=599965698525
2023年3月20日18点49分33秒	69-验证码拦截https://item.taobao.com/item.htm?id=629125302010
2023年3月20日18点49分37秒	70-验证码拦截https://item.taobao.com/item.htm?id=525484551593
2023年3月20日18点49分39秒	71-验证码拦截https://item.taobao.com/item.htm?id=685643615908
2023年3月20日18点49分43秒	72-验证码拦截https://item.taobao.com/item.htm?id=672510600771
2023年3月20日18点49分45秒	73-验证码拦截https://item.taobao.com/item.htm?id=643729380057
2023年3月20日18点49分46秒	74-验证码拦截https://item.taobao.com/item.htm?id=655607978308
2023年3月20日18点49分51秒	75-验证码拦截https://item.taobao.com/item.htm?id=678775532983
2023年3月20日18点49分52秒	76-苗家贴剂远红外贴颈肩腰腿痛骨痛贴跌打损伤关节贴颈椎腰椎贴正品-tmall.com天猫https://item.taobao.com/item.htm?id=657485116107
2023年3月20日18点49分53秒	77-骨通神灸医用冷敷贴骨神痛可贴膏骨痛贴膏腰椎电极贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=634245025513
2023年3月20日18点49分58秒	78-买2送1/3送2】德御堂医用冷敷贴20贴装颈椎关节腰椎肩周外用贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=683837959066
2023年3月20日18点49分59秒	79-竹林众生蝎毒筋骨疼痛型痛可贴颈椎腰椎肩周膝盖乳腺前列腺专贴-tmall.com天猫https://item.taobao.com/item.htm?id=629239726261
2023年3月20日18点50分4秒	80-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=572255370712
2023年3月20日18点50分5秒	81-验证码拦截https://item.taobao.com/item.htm?id=679800576281
2023年3月20日18点50分10秒	82-藏公奇方藏宫秘宝点磁透骨贴远红外消痛贴颈椎病腰椎间盘突出膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=609017446846
2023年3月20日18点50分11秒	83-【5盒仅15元]姚本仁猛虎镇痛贴医用冷敷贴肩周颈腰椎关节骨痛膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=638693210509
2023年3月20日18点50分13秒	84-筋骨通消贴远红外镇痛贴肩周炎风湿性关节炎颈椎腰椎骨质增生贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=647443242004
2023年3月20日18点50分17秒	85-名丹古方魏氏远红外理疗贴颈椎病肩周炎腰椎间盘突出辅助贴膏TL-tmall.com天猫https://item.taobao.com/item.htm?id=606163801465
2023年3月20日18点50分18秒	86-买3送1、5送3】骨神医用冷敷贴原痛可贴颈椎病腰椎病肩周炎膏贴XM-tmall.com天猫https://item.taobao.com/item.htm?id=615729862351
2023年3月20日18点50分20秒	87-买2送1买5送4】劲饮堂筋骨泰贴腰椎间盘突出颈椎肩周贴止痛外用贴-tmall.com天猫https://item.taobao.com/item.htm?id=666642266126
2023年3月20日18点50分21秒	88-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=677779613585
2023年3月20日18点50分23秒	89-妙正骨关节磁疗贴颈椎痛肩周痛腰椎间盘突出腰肌劳损腰疼滑膜膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=667598303191
2023年3月20日18点50分27秒	90-【买2送1】土家方 云南中药止痛膏远红外磁疗镇痛贴腰椎间盘颈椎-tmall.com天猫https://item.taobao.com/item.htm?id=650983029218
